Character,Time
A,1072
K,742
U,1152
Y,841
V,793
A,1144
A,1234
B,1255
B,1116
I,1323
I,1103
G,918
G,988
C,917
C,990
A,1209
A,940
T,998
T,838
D,889
D,949
R,1044
R,943
A,1464
A,1395
N,1113
N,881
K,1145
K,966
E,935
E,855
G,939
G,1008
G,920
G,831
S,1221
S,992
F,1169
F,1031
R,1102
R,922
O,1230
O,1129
M,859
M,1068
G,1066
G,876
A,1261
A,1509
R,918
R,1003
D,1029
D,990
E,642
E,734
N,1348
N,469
H,400972
H,400833
E,829
E,929
N,1124
N,1234
S,1049
S,969
I,804
I,639
T,962
T,872
J,993
J,664
O,1105
O,995
K,740
K,949
E,1675
E,409
D,602
D,483
A,1047
A,1097
K,873
K,839
U,1286
U,1257
Y,909
Y,959
A,521
A,669
A,619
B,930
B,1021
B,1136
I,1131
I,1035
I,985
G,1062
G,991
G,713
C,764
C,1024
C,913
A,894
A,1164
A,1094
T,750
T,730
T,550
D,921
D,1120
D,800
R,959
R,1208
R,988
A,896
A,817
A,697
N,854
N,734
N,745
K,825
K,705
K,675
E,913
E,703
E,834
G,704
G,713
G,824
G,979
G,846
G,806
S,829
S,1048
S,719
F,1903
F,1753
F,997
R,966
R,818
R,777
O,889
O,1119
O,849
M,885
M,821
M,661
G,816
G,490
G,610
A,934
A,894
A,1027
R,1046
R,683
R,877
D,1088
D,864
D,824
E,608
E,1020
E,837
N,834
N,663
N,704
H,771
H,721
H,711
E,628
E,797
E,618
N,950
N,811
N,831
S,812
S,951
S,742
I,1050
I,1000
I,970
T,897
T,719
T,709
J,1225
J,1175
J,1315
O,818
O,991
O,757
K,860
K,1205
K,990
E,1130
E,751
E,951
D,967
D,1068
D,927
K,992
K,892
K,892
N,799
N,700
N,670
O,1179
O,1220
O,1309
C,1143
C,1043
C,933
K,1177
K,1176
K,1317
E,1041
E,942
E,903
D,1256
D,947
D,1077
L,1130
L,1190
L,1090
E,1205
E,1086
E,1058
F,1460
F,1261
F,1371
T,976
T,1146
T,1086
M,945
M,906
M,1049
O,924
O,1117
O,724
R,951
R,791
R,981
E,930
E,811
E,771
N,731
N,990
N,1078
O,1160
O,1429
O,1337
N,1032
N,1061
N,1282
S,1132
S,1021
S,914
R,595
R,724
R,824
E,435
E,777
E,557
N,1035
N,895
N,930
S,1219
S,1189
S,1369
E,871
E,607
E,807
O,1373
O,1269
O,1230
R,954
R,855
R,816
P,998
P,1130
P,958
O,702
O,1038
O,929
R,1017
R,917
R,878
T,853
T,972
T,1064
Q,1179
Q,1309
Q,1219
U,1515
U,1346
U,1386
I,1353
I,1129
I,1257
C,1084
C,1273
C,954
K,1198
K,1047
K,1089
L,1100
L,1220
L,1280
Y,1182
Y,1301
Y,1401
R,1022
R,981
R,1240
A,1079
A,959
A,1129
N,963
N,1032
N,1212
S,1005
S,977
S,1101
I,1150
I,1340
I,1140
D,902
D,1161
D,981
E,1185
E,1075
E,1085
W,1171
W,1061
W,1021
A,1357
A,1057
A,1177
Y,1571
Y,1520
Y,1320
S,1085
S,795
S,915
T,892
T,923
T,1023
O,1757
O,584
O,455
U,962
U,1002
U,1112
N,1161
N,1350
N,1021
D,922
D,952
D,832
E,856
E,1027
E,885
R,990
R,761
R,940
V,1086
V,1336
V,1087
I,1244
I,1065
I,1185
K,923
K,1032
K,844
I,1078
I,968
I,799
N,818
N,985
N,1053
G,1016
G,1064
G,1322
S,829
S,730
S,631
W,990
W,1036
W,950
E,790
E,719
E,929
T,873
T,709
T,822
A,1665
A,1674
A,1646
B,1356
B,1232
B,1271
I,792
I,703
I,623
G,1002
G,1076
G,962
C,1129
C,982
C,982
A,721
A,870
A,940
T,873
T,824
T,783
D,943
D,957
D,975
R,1071
R,988
R,798
A,894
A,943
A,1047
N,1269
N,1348
N,1452
K,1061
K,1150
K,1081
E,1388
E,1414
E,1533
G,882
G,782
G,707
G,553
G,764
G,854
S,652
S,906
S,861
G,908
G,669
G,777
A,927
A,787
A,1180
R,1016
R,955
R,807
D,1078
D,927
D,892
E,1035
E,847
E,717
N,864
N,800
N,810
H,831
H,703
H,743
E,566
E,456
E,795
N,786
N,716
N,697
S,904
S,674
S,674
I,748
I,877
I,687
T,678
T,507
T,509
J,1117
J,1068
J,948
O,1091
O,872
O,712
K,1109
K,1019
K,990
E,944
E,1040
E,814
D,1091
D,1211
D,1440
K,1243
K,1013
K,1154
N,965
N,905
N,1055
O,1066
O,925
O,965
C,1067
C,1156
C,1027
K,789
K,998
K,908
E,848
E,725
E,1096
D,1050
D,1151
D,1000
L,1058
L,1168
L,1049
E,1298
E,1213
E,1163
F,1260
F,1131
F,1171
T,1364
T,1295
T,1325
M,1113
M,944
M,1117
O,896
O,1086
O,907
R,1054
R,883
R,1114
E,1143
E,1333
E,1115
N,1011
N,931
N,912
O,1047
O,868
O,947
N,893
N,936
N,1026
S,971
S,1142
S,1052
E,839
E,843
E,1033
N,684
N,844
N,893
S,988
S,1187
S,858
E,593
E,783
E,683
O,1256
O,896
O,1076
R,943
R,902
R,1041
P,995
P,953
P,1114
O,998
O,815
O,924
R,902
R,1049
R,942
K,905
K,964
K,725
Q,1254
Q,1148
Q,1078
U,1456
U,1360
U,1350
I,1459
I,1370
I,1419
C,1212
C,994
C,983
K,1200
K,1150
K,940
L,1317
L,1277
L,1417
Y,804
Y,834
Y,934
R,656
R,875
R,775
A,1188
A,1177
A,1280
N,549
N,679
N,599
S,1068
S,719
S,877
I,691
I,651
I,531
D,1136
D,1042
D,962
E,1092
E,1070
E,931
W,1041
W,1130
W,1241
A,1187
A,1061
A,1090
Y,1374
Y,1084
Y,1045
S,1562
S,1392
S,1203
T,1093
T,1054
T,1223
O,698
O,825
O,923
U,1063
U,965
U,934
N,1086
N,1396
N,1256
D,907
D,1012
D,777
E,1439
E,1139
E,1269
R,1206
R,1096
R,1296
V,911
V,880
V,851
I,1221
I,902
I,1031
K,1114
K,925
K,685
I,1120
I,1018
I,1028
N,879
N,669
N,759
G,943
G,803
G,844
S,912
S,1001
S,872
W,1097
W,975
W,925
E,1274
E,966
E,976
T,1050
T,909
T,950
X,549
X,1653
X,519
R,896
R,1043
R,934
A,1089
A,1019
A,969
Y,1137
Y,1007
Y,1047
Y,1154
Y,1024
Y,1063
I,1070
I,1030
I,1092
N,1034
N,864
N,1134
D,1205
D,1026
D,1395
E,1679
E,1829
E,1720
R,959
R,1218
R,959
Z,901
Z,1001
Z,822
O,936
O,886
O,766
O,707
O,797
O,668
A,1044
A,1144
A,1000
D,584
D,794
D,624
D,1273
D,1148
D,1198
I,1031
I,849
I,1223
T,861
T,741
T,781
I,940
I,1131
I,902
O,1286
O,1107
O,976
N,689
N,729
N,819
A,939
A,1129
A,940
L,881
L,781
L,651
B,1739
B,558
B,527
R,1330
R,973
R,1093
I,1131
I,773
I,952
C,1149
C,1321
C,1020
K,931
K,861
K,822
S,670
S,813
S,700
C,1117
C,1308
C,1206
A,1130
A,871
A,971
U,1121
U,1051
U,1012
S,779
S,979
S,895
E,772
E,731
E,861
D,1181
D,1285
D,1138
A,1350
A,1270
A,1171
M,1082
M,984
M,944
A,1316
A,1247
A,1027
G,713
G,1117
G,845
E,866
E,787
E,747
E,977
E,908
E,866
X,1245
X,1175
X,1134
C,644
C,563
C,1364
L,1426
L,1545
L,1336
A,1180
A,1402
A,1299
I,975
I,766
I,876
M,1035
M,1049
M,1144
E,1061
E,927
E,898
D,1127
D,973
D,1017
F,1025
F,911
F,950
A,1164
A,881
A,911
T,1267
T,809
T,898
G,963
G,854
G,779
E,1016
E,1095
E,1045
N,1443
N,1054
N,1233
I,1370
I,1025
I,1190
U,1144
U,915
U,895
S,1042
S,1151
S,945
H,1056
H,907
H,727
A,1120
A,880
A,1142
R,1231
R,991
R,861
R,1064
R,912
R,742
Y,1391
Y,1062
Y,1052
I,997
I,887
I,907
N,887
N,790
N,751
J,1012
J,831
J,852
U,1024
U,824
U,874
L,725
L,824
L,914
Y,703
Y,483
Y,852
K,811
K,1046
K,679
I,1028
I,719
I,840
L,951
L,651
L,685
L,948
L,479
L,718
E,801
E,733
E,703
R,831
R,701
R,612
L,586
L,705
L,953
L,1021
L,741
L,851
A,814
A,1241
A,934
M,626
M,727
M,597
A,1202
A,1222
A,1514
S,705
S,654
S,526
M,836
M,1205
M,967
A,1008
A,718
A,759
S,1131
S,1077
S,1221
S,1529
S,1199
S,1169
A,1734
A,1834
A,1634
C,1310
C,499
C,520
R,1028
R,989
R,1068
E,887
E,718
E,747
D,896
D,994
D,797
N,890
N,830
N,990
I,1029
I,980
I,1319
N,1197
N,1177
N,1438
E,939
E,800
E,850
O,899
O,947
O,888
L,1124
L,1016
L,856
D,895
D,655
D,756
P,747
P,1041
P,832
E,1220
E,881
E,881
O,821
O,1060
O,858
P,1071
P,1136
P,1117
L,757
L,907
L,777
E,1194
E,1106
E,937
Q,1088
Q,899
Q,1088
U,1031
U,1122
U,981
I,1119
I,1409
I,1079
C,906
C,995
C,1085
K,874
K,953
K,844
L,968
L,1098
L,1008
Y,1069
Y,1014
Y,894
R,355
R,634
R,595
I,602
